Frequency_GHz,S21_Magnitude_dB,S21_Phase_deg
6.494683,-0.0196,-6.2337
6.50269,-0.0196,-6.2413
6.510697,-0.0197,-6.249
6.518704,-0.0197,-6.2567
6.526711,-0.0198,-6.2643
6.534718,-0.0198,-6.272
6.542725,-0.0199,-6.2796
6.550732,-0.0199,-6.2873
6.558739,-0.02,-6.2949
6.566746,-0.02,-6.3026
6.574753,-0.0201,-6.3103
6.58276,-0.0201,-6.3179
6.590767,-0.0202,-6.3256
6.598774,-0.0202,-6.3332
6.606781,-0.0203,-6.3409
6.614788,-0.0203,-6.3485
6.622795,-0.0204,-6.3562
6.630802,-0.0204,-6.3639
6.638809,-0.0204,-6.3715
6.646816,-0.0205,-6.3792
6.654823,-0.0205,-6.3868
6.66283,-0.0206,-6.3945
6.670837,-0.0206,-6.4021
6.678844,-0.0207,-6.4098
6.686851,-0.0207,-6.4175
6.694858,-0.0208,-6.4251
6.702865,-0.0208,-6.4328
6.710872,-0.0209,-6.4404
6.718879,-0.0209,-6.4481
6.726886,-0.021,-6.4557
6.734893,-0.021,-6.4634
6.7429,-0.0211,-6.471
6.750907,-0.0211,-6.4787
6.758914,-0.0212,-6.4863
6.766921,-0.0212,-6.494
6.774928,-0.0213,-6.5017
6.782935,-0.0213,-6.5093
6.790942,-0.0214,-6.517
6.798949,-0.0214,-6.5246
6.806956,-0.0215,-6.5323
6.814963,-0.0215,-6.5399
6.82297,-0.0216,-6.5476
6.830977,-0.0216,-6.5552
6.838984,-0.0217,-6.5629
6.846991,-0.0217,-6.5705
6.854998,-0.0218,-6.5782
6.863005,-0.0218,-6.5859
6.871012,-0.0219,-6.5935
6.879019,-0.0219,-6.6012
6.887026,-0.022,-6.6088
6.895033,-0.022,-6.6165
6.90304,-0.0221,-6.6241
6.911047,-0.0221,-6.6318
6.919054,-0.0222,-6.6394
6.927061,-0.0222,-6.6471
6.935068,-0.0223,-6.6547
6.943075,-0.0224,-6.6624
6.951082,-0.0224,-6.67
6.959089,-0.0225,-6.6777
6.967096,-0.0225,-6.6853
6.975103,-0.0226,-6.693
6.98311,-0.0226,-6.7006
6.991117,-0.0227,-6.7083
6.999124,-0.0227,-6.7159
7.007131,-0.0228,-6.7236
7.015138,-0.0228,-6.7313
7.023145,-0.0229,-6.7389
7.031152,-0.0229,-6.7466
7.039159,-0.023,-6.7542
7.047166,-0.023,-6.7619
7.055173,-0.0231,-6.7695
7.06318,-0.0231,-6.7772
7.071187,-0.0232,-6.7848
7.079194,-0.0232,-6.7925
7.087201,-0.0233,-6.8001
7.095208,-0.0233,-6.8078
7.103215,-0.0234,-6.8154
7.111222,-0.0234,-6.8231
7.119229,-0.0235,-6.8307
7.127236,-0.0235,-6.8384
7.135243,-0.0236,-6.846
7.14325,-0.0236,-6.8537
7.151257,-0.0237,-6.8613
7.159264,-0.0238,-6.869
7.167271,-0.0238,-6.8766
7.175278,-0.0239,-6.8843
7.183285,-0.0239,-6.8919
7.191292,-0.024,-6.8996
7.199299,-0.024,-6.9072
7.207306,-0.0241,-6.9149
7.215313,-0.0241,-6.9225
7.22332,-0.0242,-6.9302
7.231327,-0.0242,-6.9378
7.239334,-0.0243,-6.9455
7.247341,-0.0243,-6.9531
7.255348,-0.0244,-6.9607
7.263355,-0.0244,-6.9684
7.271362,-0.0245,-6.976
7.279369,-0.0245,-6.9837
7.287376,-0.0246,-6.9913
7.295383,-0.0247,-6.999
7.30339,-0.0247,-7.0066
7.311397,-0.0248,-7.0143
7.319404,-0.0248,-7.0219
7.327411,-0.0249,-7.0296
7.335418,-0.0249,-7.0372
7.343425,-0.025,-7.0449
7.351432,-0.025,-7.0525
7.359439,-0.0251,-7.0602
7.367446,-0.0251,-7.0678
7.375453,-0.0252,-7.0755
7.38346,-0.0253,-7.0831
7.391467,-0.0253,-7.0908
7.399474,-0.0254,-7.0984
7.407481,-0.0254,-7.106
7.415488,-0.0255,-7.1137
7.423495,-0.0255,-7.1213
7.431503,-0.0256,-7.129
7.43951,-0.0256,-7.1366
7.447517,-0.0257,-7.1443
7.455524,-0.0257,-7.1519
7.463531,-0.0258,-7.1596
7.471538,-0.0259,-7.1672
7.479545,-0.0259,-7.1749
7.487552,-0.026,-7.1825
7.495559,-0.026,-7.1901
7.503566,-0.0261,-7.1978
7.511573,-0.0261,-7.2054
7.51958,-0.0262,-7.2131
7.527587,-0.0262,-7.2207
7.535594,-0.0263,-7.2284
7.543601,-0.0263,-7.236
7.551608,-0.0264,-7.2437
7.559615,-0.0265,-7.2513
7.567622,-0.0265,-7.2589
7.575629,-0.0266,-7.2666
7.583636,-0.0266,-7.2742
7.591643,-0.0267,-7.2819
7.59965,-0.0267,-7.2895
7.607657,-0.0268,-7.2972
7.615664,-0.0268,-7.3048
7.623671,-0.0269,-7.3125
7.631678,-0.027,-7.3201
7.639685,-0.027,-7.3277
7.647692,-0.0271,-7.3354
7.655699,-0.0271,-7.343
7.663706,-0.0272,-7.3507
7.671713,-0.0272,-7.3583
7.67972,-0.0273,-7.3659
7.687727,-0.0274,-7.3736
7.695734,-0.0274,-7.3812
7.703741,-0.0275,-7.3889
7.711748,-0.0275,-7.3965
7.719755,-0.0276,-7.4042
7.727762,-0.0276,-7.4118
7.735769,-0.0277,-7.4194
7.743776,-0.0277,-7.4271
7.751783,-0.0278,-7.4347
7.75979,-0.0279,-7.4424
7.767797,-0.0279,-7.45
7.775804,-0.028,-7.4576
7.783811,-0.028,-7.4653
7.791818,-0.0281,-7.4729
7.799825,-0.0281,-7.4806
7.807832,-0.0282,-7.4882
7.815839,-0.0283,-7.4959
7.823846,-0.0283,-7.5035
7.831853,-0.0284,-7.5111
7.83986,-0.0284,-7.5188
7.847867,-0.0285,-7.5264
7.855874,-0.0286,-7.5341
7.863881,-0.0286,-7.5417
7.871888,-0.0287,-7.5493
7.879895,-0.0287,-7.557
7.887902,-0.0288,-7.5646
7.895909,-0.0288,-7.5722
7.903916,-0.0289,-7.5799
7.911923,-0.029,-7.5875
7.91993,-0.029,-7.5952
7.927937,-0.0291,-7.6028
7.935944,-0.0291,-7.6104
7.943951,-0.0292,-7.6181
7.951958,-0.0292,-7.6257
7.959965,-0.0293,-7.6334
7.967972,-0.0294,-7.641
7.975979,-0.0294,-7.6486
7.983986,-0.0295,-7.6563
7.991993,-0.0295,-7.6639
8.0,-0.0296,-7.6715
